hash,group,family,particion,dificultad,xz_ok,kissat_ref,k_resueltas,k_resultado,k_t_min,k_t_med,k_t_max,n_vars,n_clauses,gbd_family,track_main,original_filename
b1578bead697161bfac089b44424730d,miter,miter,test,dura,1,1,0,,800.0,800.0,800.0,,,miter,submissions_2023,multiplier_16bits__miter_27.cnf.xz
b2c4dbb573a041c842d969b5d858f89c,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,submissions_2024,hwmcc20miters-iso-rast-p03.sanitized.cnf.xz
b40b45805104e59a2463c9b471c103ba,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,main_2017,g2-hwmcc15deep-6s341r-k16.cnf.xz
b5cab29563ae86ab38829f58a895a180,miter,miter,dev,dura,1,1,0,,800.0,800.0,800.0,,,miter,parallel_2015,hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf.xz
b60d31b452c173492b9f8c74a28c138f,miter,miter,test,dura,1,1,0,,800.0,800.0,800.0,213938.000,631036.000,miter,main_2017,g2-hwmcc15deep-6s188-k46.cnf.xz
b67539fcf963803446a5193ee8480616,miter,miter,dev,dura,1,1,0,,800.0,800.0,800.0,,,miter,application_2016,sat_prob_143.cnf.xz
b680dff3be5cb5839d6b54821cd38b41,miter,miter,dev,facil,1,1,3,UNSAT,70.48916827900393,76.54215065899916,78.4288760329946,,,miter,application_2013,6s19.cnf.xz
b6a597cf8ee0031341730aaf77ef2fcf,miter,miter,dev,dura,1,1,0,,800.0,800.0,800.0,,,miter,main_2017,g2-hwmcc15deep-6s161-k18.cnf.xz
b73732437929683a8456180464a5ef46,miter,miter,test,media,1,1,3,UNSAT,274.4592751789969,275.1168426870063,286.16218495099747,,,miter,submissions_2024,lec_mult_DvW_10x10.sanitized.cnf.xz
b76fa2f50a42120ec54fa98c29113326,miter,miter,dev,dura,1,1,0,,800.0,800.0,800.0,,,miter,submissions_2024,lec_mult_DvK_12x12.sanitized.cnf.xz
b9ce9e1a9435615676982bde8bf4e82d,miter,miter,test,facil,1,1,3,UNSAT,23.45506341800501,26.750663793005515,28.100653803994646,,,miter,industrial_2004,shuffling-2-s56834739-of-bench-sat04-333.used-as.sat04-583.cnf.xz
ba468264504dcd363e9de21f3e93e71a,miter,miter,test,dura,1,1,0,,800.0,800.0,800.0,,,miter,main_2019,cruxmiter32seed4.cnf.xz
bb0e52bdee5a6d247eb2e6d8f5ae6fd2,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,application_2014,6s10.cnf.xz
bb86b80e60493b43cd8770697420b9e7,miter,miter,dev,inestable,1,1,1,UNSAT,697.4218402199913,800.0,800.0,,,miter,industrial_2004,shuffling-1-s1628049261-of-bench-sat04-339.used-as.sat04-478.cnf.xz
bc5261f21ea0214543370d2278ae6ecf,miter,miter,dev,dura,1,1,0,,800.0,800.0,800.0,,,miter,handmade_2004,hwb-n28-03-S1967922763.shuffled-as.sat03-1629.cnf.xz
bca6197602db462e6642dd126d195978,miter,miter,dev,inestable,1,1,1,UNSAT,719.3400449030014,800.0,800.0,,,miter,application_2013,6s20.cnf.xz
bd4029974222c7876aba4d12d20fc41e,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,mus_2011,c7552mul.miter.shuffled-as.sat03-347.cnf.xz
bf35ce0ecec01f25ff9de6174e7277a5,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,industrial_2003,frg2mul.miter.shuffled-as.sat03-352.cnf.xz
c209eb796aff7b3f3ddc6ee7a14fea79,miter,miter,dev,trivial,1,1,3,UNSAT,0.0266979470034129,0.0330250640108715,0.0350141679955413,,,miter,industrial_2002,rand_net40-40-10.shuffled.cnf.xz
c49255402c653d2c90478b4e8f88381c,miter,miter,test,trivial,1,1,3,UNSAT,0.0262819899944588,0.0292605480062775,0.0314665420009987,,,miter,industrial_2002,rand_net60-25-1.shuffled.cnf.xz
c4dc4893f96456aad091deca9b9ea0bc,miter,miter,test,facil,1,1,3,UNSAT,54.678219940004055,54.91557530499995,54.936268920006114,,,miter,unknown,lang20.cnf.gz.CP3-cnfmiter.cnf.xz
c5206c847d19a651d1252981a3907575,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,industrial_2004,shuffling-2-s73165169-of-bench-sat04-334.used-as.sat04-582.cnf.xz
c7e1c685f8ea6134f621b7bd7c22c823,miter,miter,dev,facil,1,1,3,UNSAT,17.541396697997698,19.03180692400201,19.150946738009225,,,miter,application_2011,hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf.xz
c80370f0d6197b10a0b93c24f3b19046,miter,miter,dev,dura,1,1,0,,800.0,800.0,800.0,,,miter,main_2019,6s139-sc2013.cnf.xz
c89b0bd74f1d727fe6c8b7221d402f3e,miter,miter,dev,trivial,1,1,3,UNSAT,8.085857983009191,8.250421795994043,8.937155638996046,,,miter,industrial_2004,shuffling-2-s1672286451-of-bench-sat04-331.used-as.sat04-585.cnf.xz
c93be5a6216392787130e76afaaa44dc,miter,miter,test,facil,1,1,3,UNSAT,14.63514033499814,18.12694438100152,18.64553849199729,,,miter,industrial_2004,frg2mul.miter.used-as.sat04-332.cnf.xz
ce0691c2eb48d5fb706c436570671466,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,main_2019,c6288mul.miter.shuffled-as.sat03-346-sc2002.cnf.xz
cebdff69bbdc5d02033917180c906ba5,miter,miter,test,trivial,1,1,3,UNSAT,0.0478742270061047,0.0559306209906935,0.0716930430062348,,,miter,industrial_2002,rand_net50-40-1.shuffled.cnf.xz
d17ece3e7feefbac9dec0061bb188d45,miter,miter,reserva,sin-ref,1,0,,,,,,7652.000,20423.000,miter,handmade_2002,c7552.shuffled.cnf.xz
d2e92ad424f2bdf1115e3edbeb1630b1,miter,miter,dev,dura,1,1,0,,800.0,800.0,800.0,242811.000,707932.000,miter,main_2017,g2-hwmcc15deep-6s44-k38.cnf.xz
d3ad4a7150543ec5977e31388a7c99dc,miter,miter,dev,dura,1,1,0,,800.0,800.0,800.0,3345.000,9988.000,miter,submissions_2024,lec_mult_CvD_12x12.sanitized.cnf.xz
d58e5a366ad370495f5d94e12cf67198,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,submissions_2024,lec_mult_DvW_11x11.sanitized.cnf.xz
d667a6eb622a12264637691c0fe43c89,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,handmade_2004,hwb-n30-02-S77299857.shuffled-as.sat03-1633.cnf.xz
d7c0b9a5bc3235734d3dfabb23d10d26,miter,miter,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
d88078cbd02dc174f02dc7c14a90d2a2,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
dc81cd1ae0f4e8ad19469f6f264a3807,miter,miter,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
dc98cb692e3203258be6d4d31f566388,miter,miter,dev,trivial,1,1,3,SAT,0.1454050119937164,0.1482970200013369,0.1796173229959095,,,,,
dd57f6ebf07a7f932a82bed1877788e6,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,submissions_2024,lec_mult_KvW_10x10.sanitized.cnf.xz
dd59b346420e715ca47a3dc1e78ca961,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
ddc0720fa5a91d9cc0dc726644ab9e9f,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,main_2024,6s167-opt.cnf.xz
deae318eae938b98b190860658887932,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
df5370a462d175b6973d686f7b83421e,miter,miter,test,trivial,1,1,3,UNSAT,0.0315470659988932,0.0321686550014419,0.0351625350012909,1202.000,5254.000,,,
e392b878c6653e89866ed0b45ee7df60,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
e3e8cf23d3a7469a3907b1f40931fa4d,miter,miter,dev,media,1,1,3,UNSAT,94.63717007200466,128.37708827199822,148.11670937099552,,,,,
e4251e70ce53c977df65696b274e8d3f,miter,miter,reserva,sin-ref,1,0,,,,,,184.000,896.000,,,
e4a88576c0acc5fa691cd0d91a2136a5,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
e4c32dcfef4f80078111484c8eed84fd,miter,miter,dev,facil,1,1,3,UNSAT,21.36371488100849,21.463024715005304,21.70450472299126,,,,,
e6e1bcf8c840a0661cfa287c7a834e29,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
e7bb3ecd36cf994dba52956016e38231,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
e8d1a7efae0d7f9199dd5fec7da3a891,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
e999fcc527febef914832c3bc37c32fc,miter,miter,test,inestable,1,1,1,UNSAT,672.8800270960055,800.0,800.0,11456.000,32807.000,,,
ead9f0f95528875bbdbe323625cdf8b9,miter,miter,test,trivial,1,1,3,UNSAT,0.1246806660055881,0.1304067609889898,0.1315477089956402,,,,,
ecfa1f0b2d8ce80aef5122a65979a773,miter,miter,dev,trivial,1,1,3,UNSAT,0.2906629359931685,0.3027851799997734,0.3039825590094551,,,,,
ed4bdf5cf58ab21141048e08bb8ffc43,miter,miter,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
ee3864c2fadf5caf85f6c1a9a2fabd79,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
ee7b9f52837d86848e8c9473f2b16bad,miter,miter,reserva,sin-ref,1,0,,,,,,2400.000,7121.000,,,
f0954079e3028cd6c8d049ad146d5df5,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
f67a0e48ea55cd9ed949731008a6fdce,miter,miter,dev,facil,1,1,3,UNSAT,31.73834106499271,32.410448705995805,32.71004998800345,,,,,
f70788e8446c1bc42684316de0a6c164,miter,miter,reserva,sin-ref,1,0,,,,,,,,miter,submissions_2024,hwmcc20miters-iso-mul3.sanitized.cnf.xz
f7d34470d887c8fd66afeb28ba2911d3,miter,miter,test,facil,1,1,3,UNSAT,33.46852576400852,35.55033750500297,36.2426317169884,,,,,
f996311dc45c9d484cc9d3c697ff1d83,miter,miter,test,trivial,1,1,3,UNSAT,0.0406960399996023,0.0554396319930674,0.0585049320070538,7200.000,21481.000,,,
f9f936e5bb9f43fc9beedeba1a1c0308,miter,miter,dev,facil,1,1,3,UNSAT,29.631056726997485,32.40731061800034,35.23123446099635,,,,,
fa6253a4cb5f8192fa03b87bac4a6d4a,miter,miter,dev,trivial,1,1,3,UNSAT,0.0278418859961675,0.0278503379959147,0.0291902339959051,,,,,
fb83bb2a43d873fd7982ae4317f9dcaa,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
fbd5795dd8533cc97e6cdf2440adacf7,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
fcf83277696ff9fba4d9c14870a2f2ba,miter,miter,reserva,sin-ref,1,0,,,,,,,,,,
fe2c6df3250d04882d7d253f488d60b9,miter,miter,test,trivial,1,1,3,UNSAT,0.0230568409897387,0.0272915290115633,0.0299963699944783,,,,,
006dcf7e3d0fa7c39b0f542ad0ec949e,planning,planning,excluida,sin-ref,0,0,,,,,,,,planning,planning_2020,UNSAT_P_sat_snake_p05.pddl_30.cnf.xz
00aefd1fc30c425075166ca051e57218,planning,planning,reserva,sin-ref,1,0,,,,,,,,planning,main_2022,barman-pfile10-038.sas.ex.15.cnf.xz
00d41fe5805aef9e2e3b63e1d9497edf,planning,planning,reserva,sin-ref,1,0,,,,,,,,planning,planning_2020,UNSAT_MS_opt_termes_p15.pddl_139.cnf.xz
022dc7e9935f3570c088db58bd84b2c6,planning,planning,reserva,sin-ref,1,0,,,,,,,,planning,main_2015,mrpp_6x6#12_8.cnf.xz
03041657b7177746724b819433c83b20,planning,planning,reserva,sin-ref,1,0,,,,,,,,planning,portfolio_2012,blocks-4-ipc5-h21-unknown.cnf.xz
03980ada4055f6198fcd7ee52bb220f1,planning,planning,test,dura,1,1,0,,800.0,800.0,800.0,,,planning,planning_2020,SAT_MS_opt_termes_p18.pddl_76.cnf.xz
045613366353b062992e68937ca53edf,planning,planning,dev,trivial,1,1,3,SAT,2.4410012990119867,2.572891099000117,2.767524274007883,,,planning,crafted_2014,mrpp_6x6#14_12.cnf.xz
047fbe00ecc60835f1ee9d458bbd7ee8,planning,planning,dev,facil,1,1,3,SAT,92.61356388300192,92.73707018600544,93.33513027599838,,,planning,planning_2020,SAT_H_instances_childsnack_p06.hddl_2.cnf.xz
0593e6814f02ec9749e87bdc6aff8275,planning,planning,reserva,sin-ref,1,0,,,,,,,,planning,crafted_2013,mrpp_6x6#14_10.cnf.xz
06166a0dd78f45c213add974a6711dfe,planning,planning,dev,facil,1,1,3,UNSAT,33.634944828998414,39.89666080400639,42.85931516499841,,,planning,application_2016,barman-pfile10-038.sas.cr.25.cnf.xz
06385be5ecfc7df22b2c956093cef85f,planning,planning,reserva,sin-ref,1,0,,,,,,,,planning,industrial_2005,depots3_v01a.renamed-as.sat05-3950.cnf.xz
0a015b7f4b4ec96e881f2f5f5e55265c,planning,planning,dev,media,1,1,3,SAT,2.1778638559917454,49.506584693008335,136.37608546498814,,,,,
0ac5ff376b826f68d384ba05a1d00de0,planning,planning,dev,dura,1,1,0,,800.0,800.0,800.0,,,planning,main_2024,sokoban-p20.sas.cr.33.cnf.xz
0b9f8c85eaff9eed98a0c5cd3189afb7,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
0cbcada24ef542516f9d29ce9e9b330a,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
0dd29074a3f1ffa57429990b5260d5fe,planning,planning,excluida,sin-ref,0,0,,,,,,,,,,
0ef68fc7aa6f2bc7fb74ada9d865da06,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
11f42e0d5ec5000614a12daeb322ba49,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
13a72d8a4bb5a6414fdc8ae989fee92d,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
16545a249c97d043ce9456c3434dba19,planning,planning,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
1874a7dc05a2c2bbb28241515ea32323,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
1887e65903abc935ed8315f61463e4cb,planning,planning,reserva,sin-ref,1,0,,,,,,27916.000,157751.000,,,
191a745164f245117f40a1a2f6942ee4,planning,planning,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
199c6440994723f43344ca124b72b8ba,planning,planning,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
1a3320d3cf32f211b3e7b875745713e2,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
1d9844df75946687f81a4306766e9079,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
1de5dab21b0f1be4617ca5e0422a769a,planning,planning,test,trivial,1,1,3,SAT,0.124468893991434,0.1266617469955235,0.170340053999098,,,,,
1e91b465bc8ea51467272b44487428f8,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
2022659f96388494baf939f542ba2c6f,planning,planning,test,media,1,1,3,SAT,135.7311830159888,171.27666961601062,172.27491583999654,18970.000,1470020.000,,,
21b173943af57eefaac5e88bfa2662ad,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
24706f6663f0524f28b62e0c8b6abf1e,planning,planning,dev,trivial,1,1,3,SAT,0.1126690629898803,0.1127986890060128,0.5037263489939505,,,,,
2604532388bbb5b79e8e467dcfb13005,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
261227751e41065551cbeebe9b11ee40,planning,planning,dev,facil,1,1,3,SAT,15.014633365004556,30.049639406992355,32.90282271099568,,,,,
28792301119a25fb8edec6cde91eee21,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
2aab943d5ee5d7b3888f1ca30a453c4f,planning,planning,test,facil,1,1,3,UNSAT,18.41207278899674,19.79532489398844,22.46057944600761,,,,,
2b79a32fe5eab5954569261405d7601c,planning,planning,dev,inestable,1,1,2,SAT,419.8598618010001,485.3836172779993,800.0,,,,,
2bc5e5760c6a7180ecf739884e81c720,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
2ca513f98cb00bf9ff0ff1f8a9caaf78,planning,planning,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
2d137e66499461e04c064daf97028989,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
2dda613f6926dd5afddef5b4a6731690,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
31d7d9e146f7caddeb476bd56be4561b,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
325bedaebd99c3cd5e9f91aced5e9fac,planning,planning,test,trivial,1,1,3,SAT,0.0542547670047497,0.0584921730041969,0.0730109039868693,,,,,
34fe66c8384052646208b85f18d6b4fa,planning,planning,excluida,sin-ref,0,0,,,,,,,,,,
365fd9f0ff905a4d3b1f0d6adcffc416,planning,planning,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
3728eb69fc6046897251cc33e0b25a5a,planning,planning,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
3d9a4a300b2121b2c36d93b20fa61b91,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
40bd4eb80921341b7b3ad067a74cf46a,planning,planning,dev,trivial,1,1,3,SAT,7.274160846995073,7.37068111699773,8.883759627002291,,,,,
40c14c38362c8a8b8fb9849ecb2fb66e,planning,planning,dev,facil,1,1,3,SAT,6.79297802101064,8.190013009007089,10.013451816004816,,,,,
4279643a5f8d65f0c864d7919346d211,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
441639a2fdfe632efe1a87df0507bc1d,planning,planning,test,facil,1,1,3,UNSAT,33.16862603300251,45.92532172899519,48.568617713986896,,,,,
445c4da95ba97d07846283633be5384a,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
4483f9654fdf809f93ded32e47cea3d3,planning,planning,test,trivial,1,1,3,SAT,0.0874887230020249,0.0881988400069531,0.0965176160098053,,,,,
460f2c5cbd5d64a53671890005df99fb,planning,planning,dev,media,1,1,3,UNSAT,680.2558985490032,715.2019596559985,730.595636375001,,,,,
4777e305e53a46a97e784abae072c204,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
48536cf83e806cb66dacd3c4b99952fb,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
4976621bf1df43fe819c29eb30735e31,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
497740800307a81fbbf22b2911535472,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
4a02d1c16b2de591ae2aa95c79a62cb8,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
4a423d08d748970f1d6b965a8f4c7a61,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
4c5d4cce5ac439c0540b76bbf3e9b44c,planning,planning,dev,media,1,1,3,SAT,7.28701994799485,33.84398397200857,132.6226755730022,,,,,
4d29214a6c9e374ea2dc96cc73c51dad,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
4da532170986c551e4b0642187cdb6d0,planning,planning,reserva,sin-ref,1,0,,,,,,6401.000,50273.000,,,
4e9db599219d8bbd2d4b5e0bee095534,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
51715b2bb9948a938bc78c6a0ffb00da,planning,planning,test,trivial,1,1,3,SAT,0.1219410539924865,0.2967906200065044,0.3220122519996948,3328.000,18295.000,,,
51e9cba23a2dcfd39278539d38820d20,planning,planning,test,trivial,1,1,3,UNSAT,1.305908335998538,1.38336820800032,1.7280725849996088,,,,,
5257a9575db38fcfe307a4f004e840a4,planning,planning,dev,facil,1,1,3,SAT,2.485087734996341,5.34834206099913,29.17794450699876,,,,,
54709a801e916f6a8e931714a23eeaf8,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
54abd7dd5ed7dd1d003f3e56d021d768,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
55d6ee7178934d1940318ef5c2011107,planning,planning,test,facil,1,1,3,UNSAT,32.66987233198597,33.40845037999679,34.096863939994364,,,,,
56c489526e53816b9ac0d8a73dbf2879,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
572e5f8d24e5624aff2c6d51a6d9b8c3,planning,planning,dev,trivial,1,1,3,SAT,1.1566251069889404,1.2682101919926936,1.3713037060078932,,,,,
574cbc90335786670058de4c8a717b87,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
578f9377bfbfcc6ea3a18eb630667956,planning,planning,dev,trivial,1,1,3,SAT,0.3973238509934162,0.458292725001229,0.4708698970061959,2547.000,32525.000,,,
579135d4b2f5231db817b387b1729dec,planning,planning,test,trivial,1,1,3,SAT,2.33341672300594,3.146831687001395,3.353380336993723,,,,,
57f34c7f226121206e07b7219879838d,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
59db5319f6f63caeaf75b42eb6c2a1f5,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
5bb73a6f9f07a55f65fdc9c972a9c426,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
5c356f123206d39b8dc68bbaac906562,planning,planning,test,trivial,1,1,3,SAT,0.1022317110036965,0.1085105349920922,0.1143474269920261,,,,,
5d04e26490462c5e78a113bb8135bc14,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
5f3042793127010ea9f496a8f40ab8a0,planning,planning,dev,trivial,1,1,3,SAT,0.0200107829878106,0.0210198480053804,0.0213504290004493,,,,,
61d22dfa1ff94cac2b571a55306962f9,planning,planning,excluida,sin-ref,0,0,,,,,,,,,,
63e60dee344666a182efd0b5b4e03a0b,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
64cabd8c7a48d2eb9067a58cf274b8b7,planning,planning,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
667fa9dc90464bd156df7e88b13c4001,planning,planning,excluida,danada,1,0,,,,,,,,,,
66815f8c5c22b9e40e0ed692eb9c8aa1,planning,planning,test,trivial,1,1,3,SAT,0.8143296610069228,1.133883073009201,1.4569172549963696,,,,,
66a1f530c185e09dc920e5ee57c8f6b1,planning,planning,dev,trivial,1,1,3,SAT,0.0187015479896217,0.0190105709916679,0.0195716129965148,475.000,12402.000,,,
66e35170e72c3233f2ad23afce22491d,planning,planning,dev,facil,1,1,3,UNSAT,60.98298683699977,66.18738367500191,91.59479180599736,,,,,
681ec30b9f3f0ffd60b8f14231508ffc,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
6d2aca2a97e05cc7e5ee613891454730,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
6d6bbc183e9054f627e578db6ade59ec,planning,planning,dev,facil,1,1,3,UNSAT,25.32986841299862,49.29440454200085,49.780333016999066,,,,,
6e808c491e0b4d6472313d74d408df7f,planning,planning,test,facil,1,1,3,UNSAT,17.417720161000034,31.459811421998893,31.579283508996014,,,,,
6f50de5acf3a0343b00e1c9f1127b929,planning,planning,test,trivial,1,1,3,SAT,0.082629700002144,0.0879319989908253,0.0917683110019424,420.000,7940.000,,,
701fcca512472c9978327f0436e4d49f,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
7258e2522a6b6bbdf94d09ebbee8b915,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
73549f75e30bdfda72cdd25cdf15b983,planning,planning,excluida,sin-ref,0,0,,,,,,,,,,
74f282b1376a9d21a8a888eb49381e79,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
78d8140d9ecf62492911a1ec73a06212,planning,planning,dev,trivial,1,1,3,SAT,0.013408951999736,0.0162695080070989,0.0175154960015788,,,,,
799eb371fc9cb7092d3e12bf2270b117,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
79fe0b87911d5d3efc253afe688ba6bd,planning,planning,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
7b1d6f4f75ee4f561f5e69a4b17e7ca8,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
7b7ac3218e43cb8347ee0f857d30a98c,planning,planning,reserva,sin-ref,1,0,,,,,,87475.000,414657.000,,,
7e19f295d35c30ac4d5386ffec1fcf28,planning,planning,dev,trivial,1,1,3,SAT,0.0189933490037219,0.022216796001885,0.0229659720062045,,,,,
7f71af39bd460da2bf60efe59f74928b,planning,planning,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
8283c39961440603bb73d95fddbcaeb1,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
83980f552b5e39ba31ed2d71a184d57b,planning,planning,test,trivial,1,1,3,SAT,0.084120992993121,0.0859437470062403,0.0927846429985947,,,,,
84732661a082f6f9739927fbf8d23e86,planning,planning,test,trivial,1,1,3,UNSAT,5.331798927989439,6.520300771997427,6.939098439004738,,,,,
86b50dbc0e6d25e78792b1ec7d8910a1,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
86f1b4ff42db7b2fd92c62044b5d52d0,planning,planning,excluida,danada,1,0,,,,,,,,,,
8bc827a04706f235a82de54d0b30c4ab,planning,planning,dev,trivial,1,1,3,SAT,0.0924111050117062,0.0933601080032531,0.0975156530039385,,,,,
8cc277adc1b861c9db879a378779fcb1,planning,planning,test,facil,1,1,3,SAT,7.645724816989968,10.537831720008398,13.117678313996294,12197.000,77598.000,,,
8e0dd5c191f74cd38e2d6b306a889cc9,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
9259dd7212c77534851e7bdde2e17e88,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
93be9c580b2c695ee9c9339a62765f87,planning,planning,dev,media,1,1,3,SAT,81.54159484899719,101.99653382899125,159.43511285699788,,,,,
946aef9c0169855b5f2851e89a0f44cd,planning,planning,excluida,danada,0,0,,,,,,,,,,
94ad97f750345300b7baf257cf91fc4c,planning,planning,dev,trivial,1,1,3,UNSAT,1.2809733120084277,1.307199040995329,1.3106548490031855,,,,,
94b133e594be601e22c0e1570cfd1a75,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
94f515f8db5e860d4ec3e71c999fef13,planning,planning,test,facil,1,1,3,UNSAT,30.63470005999261,32.56830139399972,48.491850979000446,,,,,
9654f68ba29003516cfcb146cec60f46,planning,planning,dev,trivial,1,1,3,SAT,0.1604673310066573,0.2786965480045182,0.3364529599930392,,,,,
979cc3fe9a0ceb5933557646a62e90c6,planning,planning,reserva,sin-ref,1,0,,,,,,117871.000,939088.000,,,
97ca509daaaea004f722198ab69480af,planning,planning,reserva,sin-ref,1,0,,,,,,8157.000,675513.000,,,
9910533c2683cd7f7812a5fd968a1c80,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
995e7dba6337cfba9ef882945876252b,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
99e400c3e20ea3041de4e6ab381bc157,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
9a2b7e7439dfd80e17a4bf26124bd0e5,planning,planning,dev,trivial,1,1,3,SAT,0.1917993749957531,0.464323214997421,0.5509438470035093,,,,,
9a32ea1cc1f83e6c23ba8b55c3df519a,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
9c5820bb66988fcab00e788ecb2bd182,planning,planning,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
9c92de4d3854135c43f93ee8d04b3111,planning,planning,reserva,sin-ref,1,0,,,,,,3600.000,22931.000,,,
9d5795b7e996c413292129c1eb5b9843,planning,planning,dev,facil,1,1,3,SAT,7.960252045013476,32.05050341399328,39.50577059900388,,,,,
9dd18fb3553cf393e28c1ca3aca2336b,planning,planning,dev,trivial,1,1,3,SAT,0.1390930069901514,0.2384295079973526,0.355335713000386,,,,,
9ee3fbf8510f0c8ffef198cf70396369,planning,planning,reserva,sin-ref,1,0,,,,,,5291.000,41800.000,,,
9f3c0ffa57aa53aef6861b08ddff4a51,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
a08d3e023351c057394ab34512fe1030,planning,planning,reserva,sin-ref,1,0,,,,,,1598.000,21427.000,,,
a1540dda323aaa9fc611df1d32a10421,planning,planning,reserva,sin-ref,1,0,,,,,,,,,,
